pickup_date,year,mo,da,day,temp,dewp,slp,visib,wdsp,mxpsd,gust,max,min,prcp,sndp,fog,NUM_TRIPS
2010-06-19,2010,06,19,6,68.4,58.6,9999.9,10.0,7.3,17.1,22.0,77.0,57.2,0.0,999.9,0,494356
2010-06-20,2010,06,20,7,68.7,65.3,9999.9,8.3,11.1,19.0,25.1,75.2,64.4,0.0,999.9,1,431055
2010-06-21,2010,06,21,1,72.5,64.6,9999.9,5.3,5.4,11.1,17.1,82.4,64.4,99.99,999.9,1,457086
2010-06-22,2010,06,22,2,70.8,61.6,9999.9,10.0,5.4,8.9,14.0,80.6,64.4,99.99,999.9,0,501250
2010-06-23,2010,06,23,3,72.6,67.8,9999.9,7.3,8.4,13.0,17.1,82.4,66.2,99.99,999.9,1,524328
2010-06-24,2010,06,24,4,72.9,67.1,9999.9,8.4,9.0,22.0,28.0,82.4,64.4,99.99,999.9,0,546239
2010-06-25,2010,06,25,5,70.9,60.7,9999.9,10.0,6.3,11.1,15.0,77.0,62.6,99.99,999.9,0,541371
2010-06-26,2010,06,26,6,69.9,63.4,9999.9,10.0,7.9,15.0,19.0,80.6,62.6,99.99,999.9,0,515068
2010-06-27,2010,06,27,7,70.7,67.1,9999.9,8.3,5.0,11.1,15.9,78.8,64.4,99.99,999.9,1,442750
2010-06-28,2010,06,28,1,76.1,72.3,9999.9,4.8,14.0,24.1,31.1,82.4,71.6,99.99,999.9,1,476576
2010-06-29,2010,06,29,2,76.2,70.5,9999.9,6.7,9.4,15.9,20.0,84.2,69.8,99.99,999.9,1,496467
2010-06-30,2010,06,30,3,68.7,53.4,9999.9,10.0,8.3,18.1,24.1,73.4,59.0,99.99,999.9,0,495327
2010-07-01,2010,07,01,4,64.0,49.5,9999.9,10.0,8.6,15.0,22.9,73.4,51.8,99.99,999.9,0,493201
2010-07-02,2010,07,02,5,64.1,47.7,9999.9,10.0,7.3,15.0,20.0,73.4,53.6,0.0,999.9,0,446040
2010-07-03,2010,07,03,6,67.9,54.7,9999.9,10.0,7.0,18.1,22.0,80.6,55.4,0.0,999.9,0,351487
2010-07-04,2010,07,04,7,74.3,61.3,9999.9,10.0,8.5,14.0,18.1,87.8,64.4,99.99,999.9,0,303313
2010-07-05,2010,07,05,1,76.5,62.5,9999.9,9.6,4.8,8.0,999.9,86.0,64.4,99.99,999.9,0,316785
2010-07-06,2010,07,06,2,80.1,66.3,9999.9,10.0,4.9,13.0,19.0,91.4,68.0,99.99,999.9,0,455568
2010-07-07,2010,07,07,3,78.3,71.1,9999.9,8.1,4.2,12.0,999.9,89.6,71.6,99.99,999.9,0,492915
2010-07-08,2010,07,08,4,74.3,69.5,9999.9,9.1,8.4,14.0,17.1,80.6,64.9,0.0,999.9,1,507550
2010-07-09,2010,07,09,5,75.7,71.1,9999.9,9.2,7.6,13.0,17.1,84.2,69.8,99.99,999.9,1,508297
2010-07-10,2010,07,10,6,75.7,72.1,9999.9,8.5,7.6,12.0,18.1,82.4,71.6,99.99,999.9,0,463176
2010-07-11,2010,07,11,7,71.9,67.4,9999.9,9.8,5.4,12.0,15.9,80.6,66.2,99.99,999.9,0,439969
2010-07-12,2010,07,12,1,75.8,69.1,9999.9,9.3,6.9,15.0,19.0,84.2,68.0,0.0,999.9,0,459276
2010-07-13,2010,07,13,2,76.4,71.8,9999.9,9.9,8.4,14.0,17.1,84.2,71.6,99.99,999.9,0,522877
2010-07-14,2010,07,14,3,73.6,71.9,9999.9,5.4,7.9,13.0,17.1,78.8,68.0,99.99,999.9,0,548511
2010-07-15,2010,07,15,4,70.3,68.2,9999.9,8.3,8.6,14.0,18.1,77.0,68.0,99.99,999.9,1,555926
2010-07-16,2010,07,16,5,72.5,68.9,9999.9,7.9,8.4,18.1,26.0,80.6,68.0,0.0,999.9,0,571536
2010-07-17,2010,07,17,6,78.2,69.0,9999.9,7.2,10.2,18.1,24.1,86.0,71.6,99.99,999.9,1,522006
2010-07-18,2010,07,18,7,77.9,69.9,9999.9,8.4,10.8,15.9,21.0,86.0,69.8,99.99,999.9,0,431035
2010-07-19,2010,07,19,1,72.4,66.0,9999.9,9.0,4.6,15.0,33.0,84.2,62.6,99.99,999.9,0,434331
2010-07-20,2010,07,20,2,74.2,69.9,9999.9,7.6,6.5,14.0,18.1,78.8,71.6,99.99,999.9,1,465401
2010-07-21,2010,07,21,3,74.3,69.7,9999.9,7.3,5.6,20.0,28.0,84.2,68.0,99.99,999.9,1,488716
2010-07-22,2010,07,22,4,75.5,64.0,9999.9,8.9,11.5,19.0,24.1,84.2,68.0,99.99,999.9,0,495318
2010-07-23,2010,07,23,5,70.5,62.1,9999.9,9.4,6.1,13.0,18.1,77.0,62.6,99.99,999.9,0,506913
2010-07-24,2010,07,24,6,74.5,71.8,9999.9,5.1,4.9,12.0,17.1,86.0,66.2,99.99,999.9,1,476456
2010-07-25,2010,07,25,7,77.2,72.0,9999.9,6.0,8.4,17.1,22.9,86.0,71.6,99.99,999.9,1,425807
2010-07-26,2010,07,26,1,73.0,57.5,9999.9,10.0,9.4,15.9,22.0,82.4,59.0,99.99,999.9,0,478563
2010-07-27,2010,07,27,2,72.1,57.8,9999.9,10.0,7.6,17.1,21.0,82.4,60.8,0.0,999.9,0,485574
2010-07-28,2010,07,28,3,75.8,66.8,9999.9,10.0,10.9,20.0,29.9,82.4,66.2,0.0,999.9,0,495848
2010-07-29,2010,07,29,4,75.7,71.7,9999.9,8.6,14.7,21.0,29.9,80.6,73.4,99.99,999.9,0,525544
2010-07-30,2010,07,30,5,69.7,55.6,9999.9,9.5,6.6,15.0,20.0,75.2,59.0,99.99,999.9,0,518741
2010-07-31,2010,07,31,6,66.5,56.1,9999.9,10.0,5.3,9.9,14.0,75.2,57.2,0.0,999.9,0,469839
2010-08-01,2010,08,01,7,64.9,53.4,9999.9,10.0,5.0,12.0,14.0,79.0,53.6,0.0,999.9,0,393123
2010-08-02,2010,08,02,1,65.3,53.9,9999.9,10.0,4.2,12.0,15.9,82.9,51.8,0.0,999.9,0,213012
2010-08-03,2010,08,03,2,71.5,62.5,9999.9,10.0,12.3,22.0,34.0,82.9,64.4,0.0,999.9,0,237940
2010-08-04,2010,08,04,3,75.1,69.3,9999.9,10.0,15.2,21.0,28.0,91.0,69.1,0.0,999.9,0,253133
2010-08-05,2010,08,05,4,76.5,73.8,9999.9,5.6,12.3,20.0,27.0,93.0,71.1,0.02,999.9,0,374682
2010-08-06,2010,08,06,5,78.1,67.8,1003.6,8.5,6.8,15.0,18.1,88.0,69.8,0.0,999.9,0,443277
2010-08-07,2010,08,07,6,67.4,52.8,9999.9,10.0,6.8,16.9,22.9,86.0,50.0,0.0,999.9,0,431579
2010-08-08,2010,08,08,7,72.6,64.5,9999.9,10.0,9.6,15.9,23.9,87.1,62.6,0.0,999.9,0,380533
2010-08-09,2010,08,09,1,74.7,69.1,9999.9,8.9,9.0,15.9,21.0,93.0,66.2,0.0,999.9,0,399063
2010-08-10,2010,08,10,2,75.8,69.7,9999.9,7.6,7.1,14.0,20.0,91.9,68.0,0.0,999.9,0,439757
2010-08-11,2010,08,11,3,72.0,66.3,9999.9,7.5,7.1,15.0,15.9,89.1,68.0,0.0,999.9,1,460682
2010-08-12,2010,08,12,4,68.1,61.4,9999.9,10.0,5.1,14.0,16.9,78.8,59.0,0.0,999.9,0,468309
2010-08-13,2010,08,13,5,67.2,56.6,9999.9,10.0,7.5,13.0,18.1,80.1,59.0,0.09,999.9,0,464743
2010-08-14,2010,08,14,6,64.4,54.0,9999.9,10.0,5.0,11.1,15.9,81.0,48.2,0.0,999.9,0,422275
2010-08-15,2010,08,15,7,65.0,55.2,9999.9,10.0,5.0,13.0,18.1,77.0,50.0,0.0,999.9,0,390628
2010-08-16,2010,08,16,1,71.1,66.0,9999.9,8.9,8.8,19.0,22.9,84.9,64.9,0.22,999.9,0,400649
2010-08-17,2010,08,17,2,76.0,72.4,9999.9,7.2,10.5,16.9,23.9,89.1,73.0,0.05,999.9,0,439713
2010-08-18,2010,08,18,3,72.6,63.1,9999.9,8.7,4.1,9.9,999.9,84.9,66.2,0.0,999.9,1,447950
2010-08-19,2010,08,19,4,71.4,62.6,9999.9,10.0,3.6,9.9,14.0,90.0,60.8,0.0,999.9,0,471834
2010-08-20,2010,08,20,5,71.8,62.1,9999.9,10.0,6.5,12.0,15.0,90.0,66.0,0.0,999.9,0,459208
2010-08-21,2010,08,21,6,66.1,56.2,9999.9,10.0,4.6,9.9,15.9,82.9,55.4,0.0,999.9,0,413643
2010-08-22,2010,08,22,7,69.5,63.6,9999.9,8.6,7.0,16.9,23.9,79.0,64.4,0.04,999.9,1,378033
2010-08-23,2010,08,23,1,64.0,62.4,9999.9,4.6,16.9,27.0,39.0,73.4,59.0,2.01,999.9,1,386820
2010-08-24,2010,08,24,2,60.0,58.8,9999.9,1.5,17.5,27.0,37.9,70.0,57.2,0.69,999.9,1,411233
2010-08-25,2010,08,25,3,65.8,64.2,9999.9,3.9,10.6,15.9,21.0,70.0,62.6,0.71,999.9,1,450101
2010-08-26,2010,08,26,4,69.2,63.9,9999.9,10.0,8.2,14.0,21.0,82.0,62.6,0.31,999.9,0,448597
2010-08-27,2010,08,27,5,66.5,55.8,9999.9,10.0,6.5,12.0,15.9,79.0,57.2,0.0,999.9,0,449620
2010-08-28,2010,08,28,6,64.6,52.9,9999.9,10.0,4.9,11.1,15.9,82.9,53.6,0.0,999.9,0,415753
2010-08-29,2010,08,29,7,72.8,60.3,9999.9,10.0,5.3,12.0,999.9,93.0,60.8,0.0,999.9,0,382325
2010-08-30,2010,08,30,1,75.8,61.4,9999.9,10.0,5.8,11.1,19.0,91.9,66.2,0.0,999.9,0,374881
2010-08-31,2010,08,31,2,76.8,65.5,9999.9,10.0,5.2,8.9,14.0,95.0,64.9,0.0,999.9,0,425081
2010-09-01,2010,09,01,3,78.5,67.2,9999.9,8.6,4.5,14.0,999.9,95.0,68.0,0.0,999.9,0,450430
2010-09-02,2010,09,02,4,76.2,68.8,9999.9,7.7,9.2,21.0,26.0,93.0,68.0,0.0,999.9,0,460210
2010-09-03,2010,09,03,5,73.9,70.7,9999.9,7.8,8.3,15.9,22.9,84.0,66.9,0.0,999.9,0,442044
2010-09-04,2010,09,04,6,73.8,65.7,9999.9,7.6,16.8,28.0,34.0,80.1,68.0,0.0,999.9,0,396123
2010-09-05,2010,09,05,7,67.2,49.8,9999.9,10.0,12.9,23.9,32.1,75.9,57.2,0.0,999.9,0,358956
2010-09-06,2010,09,06,1,62.8,49.1,9999.9,10.0,4.1,12.0,15.0,79.0,48.2,0.0,999.9,0,313522
2010-09-07,2010,09,07,2,68.1,60.6,9999.9,10.0,9.8,18.1,23.9,88.0,60.8,0.0,999.9,0,425314
2010-09-08,2010,09,08,3,71.2,65.7,9999.9,9.3,13.3,20.0,27.0,89.1,68.0,0.0,999.9,0,459918
2010-09-09,2010,09,09,4,64.9,53.5,9999.9,10.0,8.6,14.0,22.0,71.6,57.2,0.0,999.9,0,466722
2010-09-10,2010,09,10,5,61.9,52.4,9999.9,10.0,6.5,12.0,16.9,73.0,57.2,0.0,999.9,0,445620
2010-09-11,2010,09,11,6,60.1,52.6,9999.9,9.8,7.0,15.9,22.0,78.1,51.8,0.0,999.9,0,487246
2010-09-12,2010,09,12,7,56.7,50.7,9999.9,9.7,5.8,12.0,17.1,66.9,48.2,0.0,999.9,0,446776
2010-09-13,2010,09,13,1,58.7,53.1,9999.9,9.7,4.0,8.9,999.9,75.0,53.6,0.16,999.9,0,443251
2010-09-14,2010,09,14,2,61.9,55.9,9999.9,9.6,5.4,15.0,21.0,75.2,50.0,0.12,999.9,0,478690
2010-09-15,2010,09,15,3,59.4,47.3,9999.9,9.9,7.2,15.9,20.0,72.0,50.0,0.0,999.9,0,500102
2010-09-16,2010,09,16,4,56.1,46.2,9999.9,9.7,5.7,15.0,21.0,72.0,44.6,0.0,999.9,1,480089
2010-09-17,2010,09,17,5,64.3,61.4,9999.9,6.5,11.4,25.1,35.9,71.6,57.2,0.51,999.9,0,512409
2010-09-18,2010,09,18,6,57.7,52.1,9999.9,9.5,4.9,9.9,999.9,69.1,46.4,0.05,999.9,0,487462
2010-09-19,2010,09,19,7,57.4,52.2,9999.9,9.4,3.0,11.1,999.9,81.0,44.6,0.0,999.9,1,849414
2010-09-20,2010,09,20,1,64.3,53.0,1015.3,8.9,7.1,22.0,28.0,73.0,55.0,0.0,999.9,1,611543
2010-09-21,2010,09,21,2,63.6,44.0,1021.2,10.0,3.7,20.0,999.9,73.9,54.0,0.0,999.9,0,647329
2010-09-22,2010,09,22,3,72.1,59.8,1017.2,10.0,5.6,16.9,999.9,86.0,62.1,0.0,999.9,0,678683
2010-09-23,2010,09,23,4,71.3,62.0,1020.7,8.3,4.3,14.0,17.1,81.0,66.0,0.12,999.9,0,679260
2010-09-24,2010,09,24,5,72.4,65.3,1018.6,6.1,2.5,12.0,999.9,84.0,55.9,0.0,999.9,1,725850
2010-09-25,2010,09,25,6,80.3,60.4,1009.6,8.5,6.6,15.9,17.1,87.1,66.9,0.0,999.9,0,763954
2010-09-26,2010,09,26,7,69.0,51.0,1015.7,10.0,6.1,11.1,17.1,79.0,62.1,0.0,999.9,0,659536
2010-09-27,2010,09,27,1,65.8,62.4,1016.9,5.0,3.2,15.0,22.0,71.6,60.8,0.02,999.9,0,431238
2010-09-28,2010,09,28,2,71.4,69.4,1008.6,5.2,5.8,15.9,999.9,73.4,69.8,1.38,999.9,1,462463
2010-09-29,2010,09,29,3,70.6,59.8,1012.2,10.0,4.0,11.1,999.9,78.1,63.0,0.26,999.9,1,479392
2010-09-30,2010,09,30,4,71.8,67.8,1010.0,5.7,5.8,15.9,28.9,73.9,68.0,1.08,999.9,1,496663
2010-10-01,2010,10,01,5,66.4,63.9,1004.2,6.3,7.3,15.0,22.0,73.9,60.8,2.0,999.9,0,238654
2010-10-02,2010,10,02,6,61.4,45.3,9999.9,9.5,5.5,20.0,999.9,66.0,52.0,0.48,999.9,0,243227
2010-10-03,2010,10,03,7,56.7,42.1,1018.5,10.0,9.3,18.1,21.0,63.0,48.9,0.0,999.9,0,210638
2010-10-04,2010,10,04,1,53.8,47.2,1019.2,7.6,8.8,22.0,22.9,59.0,51.8,0.04,999.9,0,437478
2010-10-05,2010,10,05,2,56.3,53.1,1015.0,8.9,7.8,15.0,20.0,61.0,53.1,0.33,999.9,0,457320
2010-10-06,2010,10,06,3,58.7,49.4,1012.3,9.9,4.1,16.9,999.9,63.0,55.4,0.0,999.9,0,478150
2010-10-07,2010,10,07,4,60.0,47.2,1004.9,10.0,6.8,27.0,999.9,71.1,53.1,0.0,999.9,0,500079
2010-10-08,2010,10,08,5,63.2,41.5,1012.1,10.0,5.6,22.0,999.9,73.0,54.0,0.0,999.9,0,504352
2010-10-09,2010,10,09,6,65.3,42.1,1011.9,10.0,5.2,15.9,999.9,71.1,55.0,0.0,999.9,0,517193
2010-10-10,2010,10,10,7,58.0,31.5,1013.2,10.0,3.5,20.0,999.9,69.1,46.0,0.0,999.9,0,450096
2010-10-11,2010,10,11,1,65.4,49.2,1008.3,10.0,2.5,11.1,999.9,73.9,53.1,0.0,999.9,0,407946
2010-10-12,2010,10,12,2,62.8,56.9,1008.5,5.2,3.1,9.9,22.9,66.9,57.9,1.22,999.9,1,458975
2010-10-13,2010,10,13,3,56.0,38.9,1015.4,10.0,4.3,11.1,15.0,64.0,48.0,0.09,999.9,0,475721
2010-10-14,2010,10,14,4,55.8,46.4,1013.4,9.1,3.1,14.0,999.9,63.0,46.0,0.0,999.9,0,483217
2010-10-15,2010,10,15,5,53.2,44.9,998.8,8.2,7.8,28.9,29.9,62.1,48.2,0.63,999.9,0,519133
2010-10-16,2010,10,16,6,54.0,37.9,1005.5,10.0,10.5,22.0,26.0,57.9,48.0,0.02,999.9,0,527770
2010-10-17,2010,10,17,7,56.9,37.5,1011.7,10.0,4.5,19.0,999.9,69.1,48.0,0.0,999.9,0,458957
2010-10-18,2010,10,18,1,55.4,36.4,1013.1,10.0,5.6,18.1,999.9,64.0,50.0,0.0,999.9,0,437508
2010-10-19,2010,10,19,2,53.0,42.9,1013.1,10.0,1.7,8.9,999.9,59.0,46.9,0.05,999.9,0,463863
2010-10-20,2010,10,20,3,54.0,40.7,1012.5,10.0,2.9,9.9,999.9,59.0,42.1,0.03,999.9,0,494298
2010-10-21,2010,10,21,4,53.8,42.3,1005.2,7.3,6.4,16.9,18.1,62.1,48.2,0.0,999.9,0,514747
2010-10-22,2010,10,22,5,49.3,29.7,1013.3,10.0,6.7,20.0,21.0,54.0,45.0,0.01,999.9,0,526895
2010-10-23,2010,10,23,6,52.8,32.5,1020.1,10.0,5.2,18.1,999.9,64.0,44.1,0.0,999.9,0,520336
2010-10-24,2010,10,24,7,60.4,46.7,1019.5,10.0,2.8,7.0,999.9,66.9,48.9,0.0,999.9,0,449067
2010-10-25,2010,10,25,1,61.9,55.8,1013.8,7.5,3.2,13.0,15.0,73.0,53.6,0.0,999.9,0,430755
2010-10-26,2010,10,26,2,67.1,60.1,1011.1,9.5,5.4,19.0,999.9,72.0,60.1,0.0,999.9,0,464447
2010-10-27,2010,10,27,3,69.4,66.5,1011.0,6.5,5.3,14.0,18.1,73.9,60.1,0.11,999.9,0,481165
2010-10-28,2010,10,28,4,68.0,52.6,1010.4,8.8,5.7,16.9,19.0,73.0,59.0,0.08,999.9,1,502133
2010-10-29,2010,10,29,5,54.8,34.7,1013.7,10.0,7.5,13.0,26.0,66.9,50.0,0.0,999.9,0,530378
2010-10-30,2010,10,30,6,49.1,29.4,1016.6,10.0,6.7,27.0,999.9,57.0,42.1,0.0,999.9,0,538906
2010-10-31,2010,10,31,7,51.6,33.3,1009.8,10.0,7.3,26.0,999.9,57.9,46.9,0.0,999.9,0,476203
2010-11-01,2010,11,01,1,42.6,24.5,1024.4,10.0,5.5,14.0,15.9,48.9,37.0,0.0,999.9,0,469959
2010-11-02,2010,11,02,2,42.2,25.6,1030.0,10.0,3.7,13.0,14.0,50.0,36.0,0.0,999.9,0,467600
2010-11-03,2010,11,03,3,46.4,32.0,1023.5,10.0,2.5,7.0,15.0,53.1,33.1,0.0,999.9,0,489993
2010-11-04,2010,11,04,4,48.4,43.9,1006.5,6.6,6.2,20.0,999.9,59.0,45.0,0.26,999.9,0,503474
2010-11-05,2010,11,05,5,48.1,43.1,998.7,8.3,4.3,15.9,999.9,60.1,44.6,0.88,999.9,0,518384
2010-11-06,2010,11,06,6,45.7,33.3,1017.0,10.0,4.8,8.9,15.0,52.0,41.0,0.05,999.9,0,533472
2010-11-07,2010,11,07,7,43.3,27.9,1023.2,10.0,4.8,26.0,999.9,51.1,36.0,0.0,999.9,0,463361
2010-11-08,2010,11,08,1,42.5,28.3,1007.5,9.9,9.3,23.9,999.9,44.6,36.0,0.0,999.9,0,449663
2010-11-09,2010,11,09,2,46.1,35.3,1009.8,10.0,7.6,22.0,999.9,54.0,41.0,0.04,999.9,0,463095
2010-11-10,2010,11,10,3,50.7,37.0,1016.6,10.0,6.4,27.0,999.9,55.9,46.0,0.0,999.9,0,485536
2010-11-11,2010,11,11,4,47.7,26.5,1026.6,10.0,6.4,28.9,999.9,55.9,42.1,0.0,999.9,0,488502
2010-11-12,2010,11,12,5,52.1,18.1,1029.2,10.0,4.8,22.9,999.9,62.1,45.0,0.0,999.9,0,516791
2010-11-13,2010,11,13,6,54.7,26.0,1023.6,10.0,3.7,16.9,999.9,64.0,46.0,0.0,999.9,0,524168
2010-11-14,2010,11,14,7,53.2,38.2,1019.0,10.0,2.3,15.0,999.9,60.1,45.0,0.0,999.9,0,459664
2010-11-15,2010,11,15,1,52.9,47.3,1017.2,8.3,4.6,13.0,999.9,57.2,48.0,0.0,999.9,0,437409
2010-11-16,2010,11,16,2,53.7,49.4,1016.7,7.1,3.9,11.1,15.9,55.9,50.0,0.16,999.9,1,451557
2010-11-17,2010,11,17,3,58.0,48.3,1003.7,8.2,8.7,22.0,27.0,60.8,50.0,0.5,999.9,0,471097
2010-11-18,2010,11,18,4,50.8,33.0,1015.4,10.0,7.1,28.0,999.9,55.0,45.0,0.21,999.9,0,503964
2010-11-19,2010,11,19,5,44.6,29.1,1021.7,10.0,5.7,14.0,19.0,52.0,39.9,0.0,999.9,0,533366
2010-11-20,2010,11,20,6,46.6,30.3,1020.7,9.8,6.0,26.0,999.9,54.0,32.0,0.0,999.9,0,531685
2010-11-21,2010,11,21,7,44.2,25.6,1029.9,10.0,5.7,15.9,999.9,50.0,37.9,0.0,999.9,0,455695
2010-11-22,2010,11,22,1,53.4,43.2,1026.4,9.6,4.6,14.0,17.1,64.0,37.0,0.0,999.9,0,426384
2010-11-23,2010,11,23,2,57.2,48.1,1014.4,8.0,5.9,11.1,15.9,61.0,52.0,0.0,999.9,0,459034
2010-11-24,2010,11,24,3,47.4,23.7,1017.8,10.0,9.0,22.9,24.1,60.1,41.0,0.0,999.9,0,460056
2010-11-25,2010,11,25,4,40.7,20.5,1021.6,9.7,2.9,22.0,999.9,44.1,35.1,0.0,999.9,0,321817
2010-11-26,2010,11,26,5,47.5,39.7,1004.8,7.3,6.6,14.0,22.0,55.0,39.9,0.21,999.9,0,351076
2010-11-27,2010,11,27,6,38.6,20.3,1006.8,10.0,8.0,19.0,25.1,44.1,34.0,0.01,999.9,0,419877
2010-11-28,2010,11,28,7,40.0,20.7,1023.2,10.0,5.0,15.0,18.1,46.0,32.0,0.0,999.9,0,389040
2010-11-29,2010,11,29,1,41.4,26.2,1032.4,10.0,2.5,6.0,999.9,48.0,35.1,0.0,999.9,0,419082
2010-11-30,2010,11,30,2,49.2,42.2,1029.1,9.5,4.6,11.1,15.9,54.0,33.1,0.0,999.9,0,447509
2010-12-01,2010,12,01,3,56.3,52.8,1015.1,6.3,10.3,22.9,35.9,60.8,45.0,0.35,999.9,1,487760
2010-12-02,2010,12,02,4,38.6,23.9,1016.1,10.0,7.4,21.0,999.9,54.0,34.0,0.94,999.9,0,507371
2010-12-03,2010,12,03,5,36.6,21.5,1016.9,10.0,4.8,13.0,14.0,39.9,33.1,0.0,999.9,0,535199
2010-12-04,2010,12,04,6,35.1,20.7,1011.1,10.0,7.1,15.0,24.1,39.9,32.0,0.0,999.9,0,544471
2010-12-05,2010,12,05,7,32.8,16.7,1005.0,10.0,8.2,13.0,21.0,36.0,30.0,0.0,999.9,0,476614
2010-12-06,2010,12,06,1,32.4,16.7,1000.6,9.9,9.2,21.0,24.1,34.0,28.9,0.0,999.9,0,468980
2010-12-07,2010,12,07,2,32.7,16.3,999.6,10.0,8.9,19.0,22.9,36.0,30.0,0.0,999.9,0,496863
2010-12-08,2010,12,08,3,31.2,8.3,1010.1,10.0,8.9,16.9,22.0,34.0,28.0,0.0,999.9,0,509366
2010-12-09,2010,12,09,4,27.3,7.1,1021.9,10.0,7.4,15.9,19.0,30.0,24.1,0.0,999.9,0,530098
2010-12-10,2010,12,10,5,27.3,11.5,1028.5,10.0,4.2,14.0,999.9,36.0,21.9,0.0,999.9,0,540916
2010-12-11,2010,12,11,6,39.2,26.3,1024.2,9.1,3.0,7.0,999.9,46.0,28.9,0.0,999.9,0,531754
2010-12-12,2010,12,12,7,47.2,42.6,1013.5,5.9,7.9,22.0,32.1,55.9,37.9,0.24,999.9,1,462970
2010-12-13,2010,12,13,1,42.4,36.5,988.6,7.9,5.7,23.9,999.9,51.1,30.9,1.18,999.9,0,469412
2010-12-14,2010,12,14,2,21.5,7.9,997.9,7.8,10.3,14.0,22.9,30.9,19.0,0.01,999.9,0,508713
2010-12-15,2010,12,15,3,22.8,5.1,1006.1,10.0,9.1,14.0,21.0,27.0,19.9,0.0,999.9,0,522687
2010-12-16,2010,12,16,4,26.3,10.8,1009.1,10.0,5.9,13.0,17.1,32.0,23.0,0.0,999.9,0,531076
2010-12-17,2010,12,17,5,28.4,13.0,1011.7,10.0,5.7,13.0,15.9,36.0,23.0,0.0,999.9,0,549697
2010-12-18,2010,12,18,6,31.7,17.1,1018.9,10.0,3.8,9.9,999.9,36.0,28.0,0.0,999.9,0,536073
2010-12-19,2010,12,19,7,32.7,19.6,1016.2,9.6,3.6,9.9,999.9,39.9,30.9,0.0,999.9,0,475509
2010-12-20,2010,12,20,1,30.4,16.6,1011.8,10.0,6.8,27.0,999.9,37.0,25.0,0.0,999.9,0,464187
2010-12-21,2010,12,21,2,32.0,16.7,1010.2,10.0,9.0,28.9,999.9,37.9,28.0,0.0,999.9,0,487812
2010-12-22,2010,12,22,3,31.9,20.8,1010.0,10.0,7.5,20.0,999.9,37.9,28.0,0.0,999.9,0,485123
2010-12-23,2010,12,23,4,32.5,18.2,1009.5,10.0,10.8,20.0,27.0,37.0,30.9,0.0,999.9,0,459871
2010-12-24,2010,12,24,5,32.7,17.6,1015.8,10.0,7.2,19.0,21.0,39.9,30.0,0.0,999.9,0,361296
2010-12-25,2010,12,25,6,29.0,16.0,1016.4,10.0,3.6,8.9,999.9,34.0,25.0,0.0,999.9,0,226051
2010-12-26,2010,12,26,7,26.8,18.3,1010.5,6.5,7.3,22.9,999.9,37.0,23.0,0.0,999.9,1,193529
2010-12-27,2010,12,27,1,23.2,13.6,991.8,4.8,13.6,33.0,34.0,34.0,19.9,1.95,999.9,1,72025
2010-12-28,2010,12,28,2,29.8,13.5,1007.2,10.0,10.6,25.1,35.0,37.0,21.0,0.52,20.1,0,247546
2010-12-29,2010,12,29,3,33.9,20.7,1014.8,9.2,7.1,19.0,999.9,37.0,30.9,0.0,18.1,0,332715
2010-12-30,2010,12,30,4,33.0,22.0,1021.9,6.7,3.6,12.0,999.9,39.9,28.0,0.0,16.1,0,372902
2010-12-31,2010,12,31,5,39.9,25.7,1021.5,6.5,5.0,15.0,999.9,45.0,35.1,0.0,14.2,0,430727
2011-01-01,2011,01,01,6,44.8,31.9,1019.4,6.1,3.1,7.0,999.9,52.0,41.0,0.0,13.0,0,183030
2011-01-02,2011,01,02,7,48.3,42.0,1013.9,6.2,2.4,6.0,999.9,51.1,44.6,0.01,11.8,1,158706
2011-01-03,2011,01,03,1,33.7,14.6,1018.1,10.0,8.5,13.0,25.1,46.0,28.0,0.0,9.1,0,374927
2011-01-04,2011,01,04,2,33.9,15.0,1016.1,9.9,5.6,8.9,15.9,39.9,30.9,0.0,5.9,0,407012
2011-01-05,2011,01,05,3,35.6,18.0,1009.9,10.0,5.6,9.9,17.1,37.9,33.1,0.0,5.1,0,439070
2011-01-06,2011,01,06,4,30.1,14.9,1006.5,10.0,2.3,6.0,999.9,33.1,27.0,0.0,3.9,0,476390
2011-01-07,2011,01,07,5,31.4,22.1,998.8,5.6,4.1,8.0,14.0,33.8,30.0,0.0,2.0,1,486988
2011-01-08,2011,01,08,6,26.9,19.2,996.6,8.0,3.0,8.0,999.9,30.0,24.1,0.19,1.2,0,500272
2011-01-09,2011,01,09,7,28.0,14.7,1006.8,9.6,9.1,15.0,24.1,30.9,26.1,0.0,3.1,0,451117
2011-01-10,2011,01,10,1,28.4,13.0,1020.9,10.0,8.2,12.0,22.9,34.0,25.0,0.0,2.0,0,449946
2011-01-11,2011,01,11,2,27.2,17.1,1022.6,10.0,4.8,8.9,999.9,30.9,23.0,0.0,2.0,0,471811
2011-01-12,2011,01,12,3,27.3,19.9,1004.6,4.9,9.3,14.0,25.1,30.9,24.1,0.66,2.0,1,361127
2011-01-13,2011,01,13,4,25.6,11.0,1016.9,10.0,9.7,15.0,22.0,30.0,21.9,0.61,9.1,0,488565
2011-01-14,2011,01,14,5,22.0,8.8,1025.8,10.0,5.5,11.1,18.1,28.9,18.0,0.0,7.9,0,512868
2011-01-15,2011,01,15,6,28.4,14.9,1021.3,9.6,4.5,12.0,15.9,37.9,24.1,0.0,7.1,0,485503
